Course,Section,Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Other,GPA,TermCode
FIN403, B,Nixon Terry D.,1,8,4,3,9,7,1,3,1,0,0,0,0,1,3.15,201410
FIN404, A,Henry Tyler R.,1,3,2,1,7,4,2,8,0,0,2,0,0,0,2.7,201410
FIN404, B,Henry Tyler R.,0,7,1,4,6,3,5,1,2,1,0,0,0,1,2.97,201410
FIN408, A,Brunarski Kelly R.,1,2,3,6,10,4,0,3,1,0,0,0,1,3,2.95,201410
FIN408, B,Brunarski Kelly R.,2,11,1,3,8,5,0,4,1,0,0,0,0,3,3.22,201410
FIN417, A,Shrider David G.,0,7,1,3,7,3,7,4,2,2,0,0,1,2,2.72,201410
FIN461, A,Boulton Thomas J.,0,12,2,2,4,5,5,1,0,0,0,0,0,1,3.26,201410
FIN475, A,Shrider David G.,1,5,3,6,5,2,2,0,0,0,0,0,0,0,3.33,201410
FIN485, A,Scanlon William J.,2,1,0,3,8,4,0,1,0,0,0,0,0,1,3.09,201410
FIN485, B,Scanlon William J.,1,3,2,3,8,3,0,0,0,0,0,0,0,0,3.27,201410
FIN655, A,Borokhovich Kenneth A.,0,9,6,6,2,1,0,0,0,0,0,0,0,0,3.61,201410
FRE101, A,Pactat Michel J.,0,5,4,1,1,4,0,1,1,1,0,0,0,0,3.16,201410
FRE101, B,Chopin Sophie,0,9,2,4,1,0,1,0,0,0,0,0,0,1,3.64,201410
FRE101, D,Raterman Jacob S.,1,1,0,3,2,2,0,2,0,4,0,0,1,0,2.41,201410
FRE101, E,Raterman Jacob S.,0,4,5,1,4,2,0,0,0,0,0,0,0,2,3.45,201410
FRE101, F,Devine Jonathan M.,0,2,7,2,1,1,1,0,0,0,0,0,0,1,3.46,201410
FRE101, G,Devine Jonathan M.,0,6,6,4,1,1,0,0,0,0,0,0,0,0,3.62,201410
FRE102, A,Dubosson Anne Sophie,0,0,2,2,2,1,2,0,0,0,0,0,0,2,3.03,201410
FRE102, B,Dubosson Anne Sophie,0,1,7,2,2,0,0,2,0,0,0,0,1,0,3.1,201410
FRE102, C,Tasevska Tamara,0,7,3,0,1,2,0,0,0,0,0,0,0,0,3.65,201410
FRE102, D,Tasevska Tamara,0,7,6,0,2,0,1,0,0,0,0,0,0,0,3.66,201410
FRE102, E,Diolot Emeline,0,1,3,1,1,2,0,0,1,1,0,0,0,1,2.98,201410
FRE201, A,Frances Cyril,0,1,1,2,1,2,2,3,4,1,1,0,0,1,2.36,201410
FRE201, B,Runyon Randolph,0,1,1,0,1,4,2,4,3,0,4,0,1,5,2.06,201410
FRE201, C,Frances Cyril,0,0,2,3,1,3,5,2,3,2,2,0,0,1,2.33,201410
FRE201, D,Runyon Randolph,0,3,2,0,6,1,1,0,1,0,1,0,1,3,2.82,201410
FRE201, E,Paugam Guillaume,0,1,4,1,3,4,1,4,2,0,0,1,3,1,2.35,201410
FRE201, F,Paugam Guillaume,0,4,3,0,2,4,1,0,8,0,1,0,0,3,2.64,201410
FRE202, B,Klosowska Anna M.,1,4,1,6,4,3,0,3,0,0,0,0,0,3,3.16,201410
FRE202, C,Negrete Maria Fernanda,0,4,5,4,4,4,2,2,0,0,0,0,0,2,3.16,201410
FRE202, D,Negrete Maria Fernanda,0,3,5,1,4,4,2,2,0,0,0,0,0,1,3.1,201410
FRE301, A,Hodges Elisabeth D.,0,2,7,7,5,0,1,1,0,0,0,0,0,1,3.32,201410
FRE301, B,Frances Cyril,0,0,2,1,3,4,1,1,0,2,1,0,0,1,2.56,201410
FRE301, C,Strauss Jonathan A.,0,4,4,1,6,2,1,1,1,0,0,0,0,0,3.18,201410
FRE310, A,Negrete Maria Fernanda,0,5,7,0,5,1,0,0,0,0,0,0,0,0,3.53,201410
FRE341, A,Runyon Randolph,3,2,1,1,0,1,0,4,0,0,0,0,1,3,2.9,201410
FRE361, A,Pactat Michel J.,0,6,5,4,4,1,1,1,0,0,0,0,0,0,3.4,201410
FRE443, A,Klosowska Anna M.,1,3,4,1,1,0,0,1,0,0,0,0,1,0,3.26,201410
FST201, A,Hegarty Kerry T.,0,7,10,3,2,3,1,0,1,0,1,0,1,1,3.24,201410
FST201H, A,Malkowski Jennifer C.,1,2,4,10,2,2,0,0,0,0,0,0,0,0,3.39,201410
FST252, A,Norris Stephen M.,0,1,1,1,4,1,1,1,0,0,0,0,0,0,3,201410
FST262, A,Fioretti Daniele,0,6,6,1,1,3,0,0,0,0,0,0,0,1,3.56,201410
FSW201, A,Nelson Terri Spahr,1,13,11,1,1,1,0,0,0,0,0,0,0,1,3.78,201410
FSW201, B,Nelson Terri Spahr,7,9,8,2,3,0,0,0,0,0,0,0,0,1,3.77,201410
FSW206, A,Caver Etta J.,0,10,13,2,6,0,1,0,0,0,0,0,0,1,3.59,201410
FSW221, A,Mason Katherine A.,0,1,0,1,2,3,1,1,0,0,0,0,1,0,2.57,201410
FSW261, A,Kuvalanka Katherine A.,1,37,15,12,14,5,7,5,2,2,0,0,1,1,3.31,201410
FSW261, B,Kuvalanka Katherine A.,1,45,17,15,13,3,5,1,1,2,0,0,1,0,3.47,201410
FSW281, A,Daugherty Jacqueline D.,1,17,11,13,9,7,7,3,0,0,1,0,1,0,3.21,201410
FSW281, B,Caver Etta J.,0,71,0,0,1,0,0,0,0,0,0,0,0,0,3.99,201410
FSW281, C,Daugherty Jacqueline D.,1,12,17,11,17,6,4,1,0,0,1,0,2,0,3.2,201410
FSW295, B,Sellers Sherrill L.,0,5,7,5,5,4,1,1,0,0,0,0,0,0,3.3,201410
FSW306, A,Houlihan Lindsey G.,0,12,8,2,2,0,1,1,0,0,0,0,0,0,3.63,201410
FSW306, B,Nelson Terri Spahr,4,4,5,1,3,2,1,1,0,0,0,0,0,0,3.45,201410
FSW309, A,Caver Etta J.,0,15,3,1,1,0,0,0,0,0,0,0,2,0,3.52,201410
FSW312, A,Roberts Amy R.,0,13,4,0,0,3,0,0,0,0,0,0,1,0,3.57,201410
FSW361, A,Kuvalanka Katherine A.,0,17,13,14,18,8,3,7,2,4,0,0,3,0,3,201410
FSW362, A,Sellers Sherrill L.,0,8,4,2,2,0,0,0,0,0,0,0,0,0,3.71,201410
FSW365, A,Frabotta Richelle R.,0,52,0,0,56,0,0,20,0,0,3,0,7,1,3.04,201410
FSW381, A,Rodrigues Nicola D.,0,3,14,8,6,1,2,3,1,0,0,0,2,0,3.08,201410
FSW381, B,Rodrigues Nicola D.,0,2,16,7,6,1,1,0,0,0,0,0,0,0,3.43,201410
FSW381, D,Daugherty Jacqueline D.,0,22,12,7,11,6,2,1,1,0,0,0,0,1,3.44,201410
FSW411, A,Slotten Carolyn T.,0,33,0,0,1,0,0,0,0,0,0,0,0,0,3.97,201410
FSW412, A,Slotten Carolyn T.,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3.92,201410
FSW412, B,Slotten Carolyn T.,0,11,2,2,0,0,0,0,0,0,0,0,0,0,3.87,201410
FSW451, A,Slotten Carolyn T.,0,27,6,1,0,1,0,1,0,0,0,0,0,0,3.84,201410
FSW466, A,Frabotta Richelle R.,0,16,0,0,14,0,0,7,0,0,2,0,1,0,3.05,201410
FSW466, B,Harris Karleah,9,9,2,1,1,3,0,0,1,0,0,0,0,0,3.67,201410
FSW475, A,Rodrigues Nicola D.,0,5,6,1,4,6,1,1,2,1,0,0,2,0,2.85,201410
FSW475, B,Harris Karleah,2,9,2,3,1,2,1,0,0,0,0,0,0,0,3.6,201410
FSW477, C,Frabotta Richelle R.,0,11,0,0,0,0,0,0,0,0,0,0,0,1,4,201410
FSW481, A,Frabotta Richelle R.,0,33,0,0,6,0,0,1,0,0,0,0,0,0,3.8,201410
FSW481, B,Frabotta Richelle R.,0,26,0,0,7,0,0,5,0,0,2,0,0,0,3.43,201410
FSW623, A,Houlihan Lindsey G.,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,201410
FSW716, A,Newsome William S.,0,0,1,8,1,0,0,0,0,0,0,0,0,0,3.31,201410
FSW762, A,Houlihan Lindsey G.,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,201410
FSWF104, A,Frabotta Richelle R.,0,16,0,0,5,0,0,2,0,0,0,0,0,0,3.61,201410
GEO101, A,England Marcia R.,20,25,23,17,30,13,9,15,7,2,5,1,3,4,3.04,201410
GEO101, B,Jakubowski Susan L.,7,33,15,8,9,8,2,2,1,0,1,0,1,3,3.47,201410
GEO101, C,Jakubowski Susan L.,6,28,14,11,7,6,4,4,1,0,2,0,0,7,3.4,201410
GEO111, A,Toops Stanley W.,0,4,7,8,18,8,11,7,4,3,4,0,2,3,2.6,201410
GEO121, A,Green Jerry E.,0,1,1,7,5,3,3,5,1,1,1,0,0,2,2.67,201410
GEO121, B,Green Jerry E.,0,1,1,3,5,4,2,5,1,1,3,1,0,1,2.4,201410
GEO121, C,Green Jerry E.,0,4,2,6,5,2,4,3,2,0,0,0,0,2,2.94,201410
GEO121, D,Henry Mary C.,1,6,3,5,8,1,2,1,0,1,0,0,1,1,3.11,201410
GEO121, E,Henry Mary C.,0,9,11,5,3,1,1,0,0,0,0,0,0,0,3.57,201410
GEO121, F,Henry Mary C.,1,6,6,1,5,3,1,3,0,0,0,0,0,3,3.27,201410
GEO201, A,Jakubowski Susan L.,4,15,14,12,6,3,2,3,0,1,0,0,1,3,3.37,201410
GEO201, B,Scott Damon,3,22,10,8,15,8,1,4,3,1,1,0,1,7,3.22,201410
GEO211, A,D'Arcus Bruce,0,4,6,3,2,1,2,1,0,0,1,0,0,1,3.22,201410
GEO211, B,Maingi John K.,0,2,1,7,11,8,4,1,1,0,0,1,1,3,2.78,201410
GEO221, A,Green Jerry E.,0,1,5,9,2,1,1,1,0,0,0,0,0,3,3.26,201410
GEO241, A,Green Jerry E.,0,1,0,1,2,6,2,1,1,1,0,0,0,0,2.61,201410
GEO276, A,Yeboah Ian E.,0,2,2,2,5,1,0,0,0,0,0,0,0,1,3.31,201410
GEO301, A,Yeboah Ian E.,1,2,2,15,9,0,0,0,0,0,0,0,0,3,3.31,201410
GEO378, A,Dahlman Carl T.,5,22,9,6,11,8,5,2,2,1,2,1,0,1,3.22,201410
GEO425, A,Maingi John K.,0,2,3,1,0,4,1,0,1,1,0,2,0,3,2.66,201410
GEO441, A,Maingi John K.,0,3,1,4,7,2,0,0,3,1,0,0,0,0,2.94,201410
GEO441, B,Davis Amelie Y.,0,2,3,2,3,1,1,1,1,0,2,0,0,0,2.84,201410
GEO442, A,Abbitt Robbyn J.,0,1,4,0,1,0,0,2,0,0,1,1,0,0,2.75,201410
GEO448, A,Henry Mary C.,0,0,6,2,0,1,1,0,0,1,2,0,2,1,2.47,201410
GEO451, A,Davis Amelie Y.,0,1,8,10,8,5,3,2,0,0,0,0,0,2,3.11,201410
GEO475, A,Yeboah Ian E.,0,2,3,2,4,0,0,0,0,0,0,0,1,2,3.14,201410
GEO491, A,England Marcia R.,3,4,3,2,1,0,0,0,1,0,0,0,2,0,3.15,201410
GEO493, A,Scott Damon,0,5,2,1,1,2,0,0,0,0,0,0,0,0,3.55,201410
GEO620, C,England Marcia R.,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,201410
GEOF104, A,Hodge David C.,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,201410
GER101, A,Ivanova Mariana Z.,2,4,4,5,2,2,1,1,0,0,0,0,1,2,3.23,201410
GER101, B,Ivanova Mariana Z.,3,6,4,3,3,0,0,1,0,0,2,1,0,2,3.23,201410
GER101, C,Sierkowska Monika M.,0,14,0,1,0,1,2,1,0,1,1,0,1,2,3.22,201410
GER101, D,Sierkowska Monika M.,1,5,2,1,1,3,1,1,0,0,0,0,0,2,3.34,201410
GER111, A,Grimm Catherine C.,0,4,3,4,2,0,3,2,0,1,2,0,0,1,2.88,201410
GER111, B,Grimm Catherine C.,0,6,3,3,0,2,0,2,1,1,0,0,0,0,3.19,201410
GER201, A,Gerhards Sascha A.,0,6,1,1,2,0,1,3,0,0,1,0,2,2,2.72,201410
GER201, B,Thesz Nicole,3,4,2,2,5,3,1,0,0,0,1,0,1,0,3.11,201410
GER201, C,Gerhards Sascha A.,0,5,0,2,1,5,1,1,1,1,0,0,1,3,2.8,201410
GER202, A,Ganeva Mila M.,1,3,4,0,0,0,0,1,1,0,0,0,0,1,3.45,201410
GER202, B,Ganeva Mila M.,1,1,2,4,2,1,2,0,0,0,0,0,0,1,3.22,201410
GER231, A,Thesz Nicole,3,12,5,4,1,1,0,1,0,0,0,0,0,1,3.68,201410
GER231, B,Thesz Nicole,3,10,5,1,5,0,1,1,0,0,0,0,0,0,3.58,201410
GER231, C,Thesz Nicole,0,12,7,1,3,0,0,0,0,0,0,0,0,1,3.75,201410
GER231H, A,Grimm Catherine C.,0,9,9,2,1,3,0,0,0,0,0,0,0,0,3.63,201410
GER301, A,Gerhards Sascha A.,0,8,1,6,2,1,0,2,0,0,0,0,0,2,3.41,201410
GER311, A,Ganeva Mila M.,0,17,3,1,0,2,1,0,0,0,0,0,0,0,3.75,201410
GER471, A,Jeep John M.,0,2,3,3,0,0,1,0,1,0,0,0,0,0,3.3,201410
GHS101, A,Hay-Rollins M. C.,0,6,8,6,10,4,3,9,2,0,2,0,0,0,2.89,201410
GLG111, A,Mignery Jill M.,0,30,21,9,17,6,3,1,3,0,1,0,0,1,3.4,201410
GLG111, B,Mignery Jill M.,1,16,12,17,17,9,4,3,4,1,0,0,4,3,3.04,201410
GLG111, C,Rech Jason A.,2,10,13,7,23,13,4,9,6,0,1,0,0,3,2.97,201410
GLG111, D,Sikorski Janelle,2,41,48,27,28,16,7,2,0,3,2,1,1,2,3.33,201410
GLG111, E,Currano Ellen D.,1,4,10,9,17,11,13,6,7,3,2,0,2,4,2.67,201410
GLG115L,1,Conte Elise R.,0,7,5,3,1,1,0,1,0,0,0,0,0,2,3.56,201410
GLG115L,2,Zhang Jing,0,2,9,3,3,1,0,0,0,0,0,0,0,2,3.49,201410
GLG115L,3,Zhang Jing,0,2,11,2,3,3,0,0,0,0,0,0,0,0,3.45,201410
GLG115L,4,Grope Christopher L.,0,10,9,0,0,0,0,0,0,0,0,0,0,2,3.86,201410
GLG115L,5,Zhang Li,0,3,4,7,4,0,1,0,0,0,0,0,0,0,3.38,201410
GLG115L,6,Conte Elise R.,1,5,4,3,3,0,0,0,0,0,0,0,0,3,3.61,201410
GLG115L,7,Zhang Li,0,3,10,4,2,1,0,0,0,0,0,0,0,0,3.55,201410
GLG115L,8,Burke Michelle L.,0,3,3,5,3,2,2,1,0,1,0,0,0,0,3.1,201410
GLG115L,9,Rockentine Nicole E.,0,6,10,2,1,1,0,0,0,0,0,0,0,0,3.67,201410
GLG115L,10,Rasoazanamparany Christine,0,7,7,0,0,0,0,0,0,0,0,0,0,5,3.85,201410
GLG115L,11,Rasoazanamparany Christine,0,11,9,0,0,0,0,0,0,0,0,0,0,0,3.87,201410
GLG115L,12,Rockentine Nicole E.,1,4,9,1,1,1,1,1,0,0,0,0,1,0,3.33,201410
GLG115L,13,Grope Christopher L.,1,7,10,2,0,0,0,0,0,0,0,0,0,0,3.78,201410
GLG115L,14,Srivastava Shreya,0,0,5,2,8,3,0,1,0,0,0,0,0,1,3.12,201410
GLG115L,15,Burke Michelle L.,0,2,12,3,3,0,0,0,0,0,0,0,0,0,3.57,201410
GLG115L,16,Silverstein Joshua,0,3,3,5,4,1,1,0,0,0,0,0,0,2,3.33,201410
GLG115L,17,Silverstein Joshua,0,3,4,5,5,0,1,0,0,0,0,0,0,0,3.37,201410
GLG115L,18,Li Shanying,0,4,8,6,1,1,0,1,0,0,0,0,0,0,3.48,201410
GLG115L,19,Li Shanying,0,3,8,4,2,0,0,0,0,0,0,0,0,2,3.58,201410
GLG115L,20,Srivastava Shreya,0,1,7,5,3,1,0,0,0,0,0,0,0,3,3.42,201410
GLG121, A,Hauer Kendall L.,15,35,14,16,54,9,11,15,3,3,2,2,0,5,3.12,201410
GLG121, B,Brudzinski Michael R.,0,5,14,17,11,12,4,8,6,2,4,0,2,4,2.77,201410
GLG141, A,Mignery Jill M.,2,51,43,32,19,15,6,3,3,1,1,4,2,3,3.32,201410
GLG180B, A,Rakovan John,2,2,3,3,3,2,2,2,1,1,0,0,1,0,2.86,201410
GLG201, A,Rakovan John,0,0,3,0,1,0,3,2,5,2,0,2,1,2,1.97,201410
GLG204, A,Currano Ellen D.,0,2,1,3,2,4,1,2,0,0,0,0,1,0,2.79,201410
GLG204, B,Currano Ellen D.,0,0,2,2,0,1,1,3,1,1,0,1,3,0,1.91,201410
GLG211, A,Widom Elisabeth,0,1,1,2,2,5,3,2,3,4,0,2,0,3,2.26,201410
GLG244, A,Sikorski Janelle,1,31,30,10,9,2,1,1,4,1,0,1,0,0,3.49,201410
GLG261, A,Brudzinski Michael R.,0,2,6,5,12,3,1,3,0,0,0,0,0,0,3.1,201410
GLG307, A,Levy Jonathan,12,9,8,8,17,5,3,9,1,0,1,2,2,12,3.03,201410
GLG322, A,Dilek Yildirim,0,3,1,3,3,0,2,1,0,0,1,0,0,0,3.01,201410
GLG335, A,Rech Jason A.,0,4,7,4,8,0,1,2,0,0,0,0,0,0,3.28,201410
GLG408, A,Levy Jonathan,3,0,1,0,4,1,0,0,1,0,0,0,0,2,3.21,201410
GLGF108, A,Dilek Yildirim,2,10,4,4,0,1,1,2,0,0,0,0,0,0,3.54,201410
GSC601, A,Blue Jennifer M.,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,201410
GSC602, A,Blue Jennifer M.,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,201410
GTY154, A,Liou Chih-Ling,7,28,7,1,0,0,0,0,0,0,0,0,1,1,3.85,201410
GTY154, B,Ogle Kimberly K.,2,27,4,3,4,2,2,0,0,0,0,0,0,1,3.7,201410
GTY154, C,Boehle Sarah G.,11,20,8,4,0,0,1,1,0,0,0,0,0,1,3.8,201410
GTY154, D,Sauer Philip E.,5,23,9,7,2,0,1,0,0,0,0,0,0,0,3.76,201410
GTY154, E,Chahal Jasleen K.,4,8,5,2,3,0,0,0,0,1,0,0,0,0,3.63,201410
GTY154, F,Bardo Anthony R.,15,14,6,5,4,0,0,2,0,0,0,0,0,0,3.71,201410
GTY260, A,Liou Chih-Ling,20,13,2,0,1,0,0,0,0,0,0,0,0,1,3.96,201410
GTY260, B,de Medeiros Kathryn B.,4,27,4,0,1,1,0,1,0,0,0,0,0,1,3.86,201410
GTY318, A,Bulanda Jennifer R.,3,3,5,3,2,0,0,0,0,0,0,0,0,0,3.65,201410
GTY356, A,Ewen Heidi H.,0,5,9,2,1,3,0,1,1,1,0,0,2,1,3.04,201410
GTY466, A,Frabotta Richelle R.,0,3,0,0,6,0,0,1,0,0,0,0,0,0,3.2,201410
GTY472, A,Brown James S.,0,7,2,0,4,1,0,0,0,0,0,0,0,1,3.58,201410
GTY560, A,Leek Jessie A.,1,9,0,0,2,0,0,0,0,0,0,0,0,0,3.83,201410
GTY602, A,Kinney Jennifer M.,0,5,0,2,2,2,0,0,0,0,0,0,0,1,3.45,201410
GTY605, A,Kunkel Suzanne R.,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,201410
GTY605, C,Kunkel Suzanne R.,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,201410
GTY608, A,McLaughlin Sara J.,0,4,4,2,1,0,0,0,0,0,0,0,0,0,3.67,201410
GTY609, A,de Medeiros Kathryn B.,0,7,4,0,0,0,0,0,0,0,0,0,0,0,3.89,201410
GTY667, A,Applebaum Robert A.,2,3,0,1,4,0,0,0,0,0,0,0,0,1,3.53,201410
HBW101, A,Rachovitsky Rachel,2,5,3,3,2,2,1,1,0,0,0,0,0,0,3.41,201410
HBW201, A,Rachovitsky Rachel,0,5,4,1,0,2,0,1,0,0,0,0,0,0,3.5,201410
HON190M,UB,Armstrong Rachel A.,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,201410
HON190M,UH,Rogers C. David,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,201410
HON190N, B,Lokon Elizabeth J.,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,201410
HON190Q, A,Buller Eric F.,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,201410
HON281E, A,Maxam Michael T.,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,201410
HON282F, A,Bosselait Lauren R.,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,201410
HST111,AA,Cayton Andrew R.,0,0,2,2,4,2,5,0,0,0,0,0,0,2,2.86,201410
HST111,BA,Cayton Andrew R.,0,0,1,4,3,5,3,0,1,0,0,0,1,1,2.67,201410
HST111,CA,Cayton Andrew R.,0,1,2,2,4,3,3,1,1,1,0,0,2,0,2.5,201410
HST111,DA,Cayton Andrew R.,0,0,2,1,3,4,2,1,1,0,0,1,0,1,2.63,201410
HST111,EA,Cayton Andrew R.,0,0,2,2,4,3,4,1,1,1,0,0,2,0,2.42,201410
HST111,FA,Cayton Andrew R.,0,1,1,2,3,2,1,3,1,3,0,0,0,2,2.51,201410
HST111,GA,Cayton Andrew R.,0,0,2,1,7,1,3,4,0,1,1,0,0,0,2.58,201410
HST111,IA,Cayton Andrew R.,0,2,2,2,1,1,0,3,1,1,1,0,2,1,2.36,201410
HST111,JA,Cayton Andrew R.,0,1,1,4,4,7,0,1,1,0,0,0,0,0,2.92,201410
HST111,KA,Cayton Andrew R.,0,1,2,6,3,4,1,1,0,0,0,0,0,0,3.07,201410
HST111,LA,Cayton Andrew R.,0,1,2,2,6,3,1,1,1,1,1,0,0,1,2.76,201410
HST111,NA,Cayton Andrew R.,0,0,4,4,4,5,0,0,0,1,0,0,0,2,3.04,201410
HST111,RA,Jackson W. Sherman,0,3,10,5,11,1,1,0,1,0,0,0,0,10,3.29,201410
HST121,AA,de Boer Wietse T.,0,1,1,2,10,6,3,0,0,0,0,0,0,2,2.93,201410
HST121,BA,de Boer Wietse T.,0,0,6,1,4,3,1,6,2,2,0,0,0,0,2.64,201410
HST122, A,Chandler Dewitt S.,0,8,11,18,7,0,0,0,0,0,0,0,0,2,3.48,201410
HST197,AA,Seijas Tatiana,12,86,24,19,30,18,12,4,4,3,4,4,6,19,3.25,201410
HST198, A,Chandler Dewitt S.,0,3,12,21,4,1,0,2,1,0,0,0,0,1,3.32,201410
HST198, B,Chandler Dewitt S.,0,9,20,13,5,0,0,0,0,0,0,0,0,1,3.57,201410
HST206, A,Gordon Matthew S.,0,4,6,4,4,3,1,1,0,0,0,0,0,2,3.3,201410
HST221, A,Frazier Nishani,1,1,2,2,4,6,2,7,1,0,1,0,3,2,2.38,201410
HST224, A,Olumwullah Osaak A.,0,3,3,6,9,0,3,5,1,0,0,0,3,5,2.68,201410
HST246, A,Goldy Charlotte A.,0,6,4,5,6,6,3,1,2,0,0,0,1,2,2.99,201410
HST250A, A,Burns-Howard Kathryn V.,0,0,7,6,4,1,0,0,0,1,0,0,1,1,3.09,201410
HST252, A,Norris Stephen M.,0,6,1,4,8,4,0,0,0,1,0,0,0,0,3.21,201410
HST260, A,Amador Jose,0,1,0,6,6,1,3,1,1,0,1,0,0,1,2.81,201410
HST260, C,Amador Jose,0,0,2,0,2,4,3,1,1,1,0,0,0,0,2.58,201410
HST307, A,Seijas Tatiana,2,10,6,2,3,1,7,2,0,0,0,1,1,1,3.12,201410
HST315, A,de Boer Wietse T.,1,3,3,6,8,3,3,4,1,1,0,1,1,0,2.79,201410
HST319, A,Albarran Elena J.,0,6,6,2,4,0,1,0,0,0,0,0,1,0,3.36,201410
HST324, A,Prior Daniel G.,0,4,4,6,5,0,1,3,0,0,0,0,0,1,3.21,201410
HST325, A,Olumwullah Osaak A.,0,1,1,1,2,0,0,2,0,0,0,0,3,0,2.1,201410
HST327, A,Osterloh Kevin L.,1,3,6,10,4,4,0,1,0,0,0,0,0,2,3.31,201410
HST355, A,Anderson Sheldon,0,6,2,3,8,7,1,1,1,0,0,0,0,0,3.11,201410
HST367, A,Frazier Nishani,1,3,5,4,7,2,1,0,0,0,0,0,2,3,3.06,201410
HST374, A,Norris Stephen M.,0,7,2,4,5,2,3,3,0,0,0,0,0,4,3.15,201410
HST382, A,Burns-Howard Kathryn V.,0,4,9,6,2,2,0,0,0,0,0,0,0,1,3.5,201410
HST383, A,Pan Yihong,0,3,2,4,3,1,2,0,0,0,0,0,0,1,3.26,201410
HST4006, A,Pan Yihong,0,1,3,2,2,3,1,1,1,0,0,0,0,0,2.99,201410
HST4007, B,Cayton Mary K.,0,12,0,1,0,0,0,0,0,0,0,0,0,0,3.95,201410
HST400A, A,Jensen Erik N.,0,5,3,2,1,0,3,0,0,0,0,0,0,1,3.4,201410
HST400S, A,Sheumaker Helen D.,0,2,4,2,3,2,0,1,0,1,0,0,0,0,3.14,201410
HST442, A,Osterloh Kevin L.,1,4,7,2,3,1,1,0,0,0,0,0,0,4,3.5,201410
HST645, A,Norris Stephen M.,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,201410
HST670H, A,Cayton Andrew R.,0,6,5,2,0,0,0,0,0,0,0,0,0,0,3.78,201410
IDS151,QB,Fischer Alysia A.,4,2,1,0,3,1,0,0,0,0,0,0,0,4,3.58,201410
IDS154,VA,Brandyberry Erin E.,0,1,0,4,2,1,0,1,0,0,0,0,0,1,3.1,201410
IDS156,VA,Rioja Velarde Jacqueline D.,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,201410
IDS159,QA,Fischer Alysia A.,0,16,6,2,4,0,1,0,0,0,0,0,0,0,3.69,201410
IDS159,QB,Fischer Alysia A.,3,15,6,2,0,0,0,1,0,0,0,0,1,0,3.67,201410
IES274, A,Ornelas Roxanne T.,4,22,7,2,1,0,0,0,0,0,0,0,0,0,3.88,201410
IES431, A,Dumyahn Sarah L.,0,6,3,0,1,0,2,0,1,0,0,0,0,0,3.42,201410
IES450, A,Dumyahn Sarah L.,0,8,5,3,1,1,0,0,0,0,0,0,0,0,3.67,201410
IES511, A,Hand Vincent C.,1,12,0,0,5,0,0,1,0,0,0,0,0,0,3.63,201410
IES550, A,Dumyahn Sarah L.,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,201410
IES598,TA,Crist Thomas O.,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,201410
IES610, A,Zazycki Suzanne,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,201410
IES611, A,Crist Thomas O.,0,5,2,0,4,0,0,0,0,0,0,0,0,0,3.58,201410
IES680Z, A,Zazycki Suzanne,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,201410
IMS201, A,Revelle Andrew A.,0,10,8,5,1,0,0,1,0,0,0,0,0,2,3.64,201410
IMS201, B,Tzoc Caniz Elias,3,6,11,1,1,0,0,0,0,0,0,0,0,0,3.77,201410
IMS201, C,Santucci Lisa E.,0,20,0,4,0,0,0,0,0,0,0,0,0,0,3.88,201410
IMS201, D,Withers Robert E.,0,5,9,12,0,0,0,0,0,0,0,0,0,0,3.57,201410
IMS201, E,Millard John,1,5,8,5,2,1,1,0,0,0,0,0,0,0,3.53,201410
IMS211, A,Soderman Anton B.,0,7,2,5,4,1,1,1,0,0,0,0,0,0,3.38,201410
IMS212, A,De Schutter Bob,0,1,6,4,8,2,1,0,0,0,0,0,0,1,3.23,201410
IMS212, B,Krom Sarah Fay,0,0,5,3,1,0,1,0,0,1,0,0,1,0,2.92,201410
IMS222, A,Kuhn Arthur R.,2,12,4,1,3,0,0,0,0,0,0,0,0,1,3.78,201410
IMS222, B,Kuhn Arthur R.,2,12,4,0,1,1,0,0,0,0,0,0,0,0,3.83,201410
IMS222, C,Krom Sarah Fay,0,0,6,2,5,3,0,0,2,0,0,0,2,2,2.77,201410
